artista,oyentes,reproducciones,bio_resumen,pais
Los Fachero´s,54,166,biografia no encontrada,
Jennifer Lopez,3624206,69497233,"Jennifer Lynn Lopez (born July 24, 1969 in New York, NY), popularly nicknamed J.Lo, is a Puerto Rican American pop and R&B singer, dancer, actress, model, fashion and perfume designer and film and television producer.

Starting in 1999, Lopez has released seven albums, including two #1 albums on the Billboard 200 charts and four Billboard Hot 100 #1 singles. She won the 2003 American Music Award for Favorite Pop/Rock Female Artist and the 2007 American Music Award for Favorite Latin Artist. <a href=""https://www.last.fm/music/Jennifer+Lopez"">Read more on Last.fm</a>",United States
Eydie Gormé,209357,2843632,"Eydie Gormé (also spelled as Eydie Gorme; born August 16, 1928) is an American singer, specializing, with her husband, Steve Lawrence, in traditional pop music, in the form of ballads and breezy swing. She has earned numerous awards, including the Grammy and the Emmy. She retired as of 2009; husband and musical partner Steve Lawrence continues to perform as a solo act.

Gormé was born as Edith Garmezano in Bronx, New York in 1928, the daughter of Fortuna and Nessim Garmezano. <a href=""https://www.last.fm/music/+noredirect/Eydie+Gorm%C3%A9"">Read more on Last.fm</a>",United States
Juan Formell Y Los Van Van,22789,160698,"Los Van Van is a Cuban band led by bassist Juan Formell, and is considered to be one of Cuba's major timba acts, while Juan Formell has arguably become the most important figure in contemporary Cuban music. <a href=""https://www.last.fm/music/Juan+Formell+Y+Los+Van+Van"">Read more on Last.fm</a>",Cuba
Noelia,82216,459459,"There are several artists who perform under the name Noelia.

 1.) Noelia Lorenzo, this International Latin Music Super Star was raised  in Miami, Florida, mostly known as Noelia, is a Puerto Rican pop singer who rose to fame in 1999. During her career she has had 10 Latin Billboard Top 40 hits, and has eighteen worldwide gold and nine worldwide multi-platinum -certified albums, along with one RIAA-certified Goldrecord in the United States. She has sold more than 4.5 million Albums worldwide.  <a href=""https://www.last.fm/music/Noelia"">Read more on Last.fm</a>",
Papá Levante,3435,32223,biografia no encontrada,
La Mona Jimenez,15195,222760,biografia no encontrada,
Los Palmeras,72724,988809,"Los Palmeras are from Santa Fe. Argentina.
They got together in 1972. The first name of the group was ""Grupo Palmeras"", but the people called them ""Los Palmeras"", so they changed the name to the one they use today.

They record their first record in 1967 called ""Los Palmeras"".
In 1968 they recorded ""TE REGALARE MI VIDA"".
They then changed the vocalist of the group, and have continued releasing material for over 30 years.

Some of their hits are ""El Parrandero"", ""La Chola"" and ""La chica de rojo"", and more recently""Bombon Asesino"".
 <a href=""https://www.last.fm/music/Los+Palmeras"">Read more on Last.fm</a>",
Lu,194312,1791644,"There are multiple artist called Lu:

1) Lucas Perez, professionally known as Lu (fka Lu Baby), is a rapper and singer from the All But 6 music collective and frequently collaborates with artists such as Pouya, KXLLSWXTCH, Fat Nick, South Strip, and more. His music is very unique and the world's not ready for it.

2)LU is a czech band, from the small town Koprivnice, where a new young music scene blossoms. They play alternative rock, with smashy guitar spaces but even sweet melodies. <a href=""https://www.last.fm/music/Lu"">Read more on Last.fm</a>",
Edwin Bonilla,4023,24340,biografia no encontrada,
YÁMANA,2959,12564,biografia no encontrada,
Thalia,268068,5915879,"Wrong tag. Fix you tags to Thalía <a href=""https://www.last.fm/music/+noredirect/Thalia"">Read more on Last.fm</a>",
Moises Angulo,2402,11242,biografia no encontrada,
Los Razos,27901,150270,"The history of Los Razos is similar to many Mexicans crossing the border to a better life and future opportunities in the US. Before they were musicians all of the Razos band members had various jobs, from mechanics to field workers some had to wash dishes and work as gardeners as many Mexicans who immigrate to the United States.

Los Razos are composed of five Mexicans from Michoacan and Sinaloa. Sacramento and Reynaldo who are the band leaders have struggled to keep the group together. <a href=""https://www.last.fm/music/Los+Razos"">Read more on Last.fm</a>",
Cabas,112797,1068960,"Andrés Mauricio Cabas, or just Cabas (born 7 October 1977) is a Colombian musician. His music, which is slowly gaining popularity, is distinguished by its catchy and Caribbean sounding songs.


Cabas released his self-titled album, ""Cabas"", in 2000, which he hoped to be popular and joyful. It became a huge success in Colombia, where his single Mi Bombón (My Lollipop) lead the charts of radio stations for three consecutive months, earning him a Gold Disc and a double Platinum disc. <a href=""https://www.last.fm/music/Cabas"">Read more on Last.fm</a>",Colombia
Diego Torres,265493,2559410,"Diego Antonio Caccia Torres (born March 9, 1971 in Buenos Aires, Argentina) is an Argentine pop singer and composer. He launched his first album, ""Diego Torres"", produced by Cachorro López. This album was rewarded 3 times platinum.

Two years later, and a little distant from TV, he launched his second album called ""Tratar de estar mejor"" which received 5 platinum albums in Argentina and gold and platinum albums in other Latin American countries. This album launched Torres to the international scene. <a href=""https://www.last.fm/music/Diego+Torres"">Read more on Last.fm</a>",United States
Franco De Vita,290856,3451545,"Franco De Vita (born January 23, 1954 in Caracas, Venezuela) is a singer-songwriter popular in Latin music.

One of three children born in Latin America to Italian immigrants, De Vita’s family returned to Italy when he was 3. The family moved back to Venezuela when De Vita was 13, and he later studied piano at the university level.

In 1982, De Vita formed the group Icaro, which released one self-titled album in his homeland. Two years later, he released his first disc as a solo artist, simply titled Franco De Vita. <a href=""https://www.last.fm/music/Franco+De+Vita"">Read more on Last.fm</a>",Italy
David Bisbal,351254,5109050,"
David Bisbal Ferre (born June 5, 1979 in Almería, Spain) is a Latin Grammy-winning Spanish pop singer. He gained his initial fame as a runner up on the interactive reality television show Operación Triunfo produced by Television Española.

He has since released five studio albums, all of which topped the Spanish Albums Chart, in addition to recording a number of live albums. He's toured throughout Europe and Latin America and is now considered to be a crossover international artist. <a href=""https://www.last.fm/music/David+Bisbal"">Read more on Last.fm</a>",Spain
Celia Cruz,548189,4663664,"Celia Cruz (born as Úrsula Hilaria Celia de la Caridad Cruz Alfonso in La Habana, Cuba on 21 October 1925 – died 16 July 2003) was a Cuban-American and was one of the most successful salsa performers of the 20th century, having earned twenty-three gold albums. She was renowned internationally as the ""Queen of Salsa"" as well as ""La Guarachera de Cuba.

In 1950, Cruz made her first major breakthrough, after the lead singer of the La Sonora Matancera, a renowned Cuban orchestra, left the group and Cruz was called to fill in. <a href=""https://www.last.fm/music/Celia+Cruz"">Read more on Last.fm</a>",Cuba
Guaraná,13391,89903,biografia no encontrada,
La Fiesta,10217,72017,"There is more than one artist under this name:

1. La Fiesta is a cuarteto band from Córdoba, Argentina founded and fronted by Cristian Amato.

2. La Fiesta is four-member pop group from Spain. <a href=""https://www.last.fm/music/La+Fiesta"">Read more on Last.fm</a>",
Walter Olmos,14706,117745,biografia no encontrada,
Jimmy Gutierrez,5741,38702,biografia no encontrada,
Víctor Manuelle,88399,920346,"Víctor Manuelle ,born Víctor Manuel Ruiz on September 27, 1968 in New York, New York, is a successful Latin Grammy nominated Puerto Rican American salsa singer, songwriter, and improvisational sonero, known to his fans as El Sonero de la Juventud (""The Youth's Sonero""). He is identified primarily with salsa romantica or ""salsa monga"", but has also experimented with styles ranging from Colombian vallenato to urban reggaeton. Unlike other young salsa performers such as Marc Anthony <a href=""https://www.last.fm/music/+noredirect/V%C3%ADctor+Manuelle"">Read more on Last.fm</a>",Colombia
Tru La La,6111,65839,"Tru-la-lá es un conjunto de música bailable de cuarteto que inició su actividad el 17 de noviembre de 1984 tocando en el club Unión San Vicente en Córdoba (Argentina), de la mano de su creador Manolo Cánovas y desde el 2000 por su hijo Mauricio Cánovas. Esta banda se inscribe dentro de la cultura musical propia de la ciudad de Córdoba (Argentina) y que reconoce sus orígenes a mediados del Siglo XX.

En Tru-la-lá dieron sus primeros pasos dentro de la música varios artistas reconocidos como: ""Marito"" (Mario Gutiérrez) <a href=""https://www.last.fm/music/Tru+La+La"">Read more on Last.fm</a>",
Luis Fonsi,1294341,14854780,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. <a href=""https://www.last.fm/music/Luis+Fonsi"">Read more on Last.fm</a>",
Geno,2002,8434,"Geno is a g-funk artist from Chicago, IL. He released album Unknown Lifestyle vol. 1 in 1999. <a href=""https://www.last.fm/music/Geno"">Read more on Last.fm</a>",
Benny,142314,1139548,"There are multiple artist called Benny:

1. Benny the Butcher, a hip-hop artist from Buffalo, NY, currently signed to Griselda & Shady Records.
2. Benny Ibarra De Llano, a singer, musician, producer and actor from Mexico.
3. A Hip-Hop artist from Boston, MA.
4. A punk band from Boston, UK.
5. Benny Schnier, a German Schlager singer.
6. Resident DJ of Belgian clubs Kokorico & Balmoral
7. J-Pop Girlgroup

1. Benny (a.k.a Benny the Butcher, B.E.N.N.Y. <a href=""https://www.last.fm/music/Benny"">Read more on Last.fm</a>",Belgium
Laura Pausini,556418,21863514,"Laura Pausini is a five-time Grammy Award winning Italian singer, songwriter, producer and TV host. She is the most famous and successful Italian artist worldwide. Pausini is famed for her soulful voice and her romantic Latin pop and Pop ballads and love songs, although she has also dealt with other subjects such as poverty, war, and racism, among other social issues. She is fluent in several languages. Although she mainly sings in Spanish and Italian, she also sings in Portuguese, English, and French. <a href=""https://www.last.fm/music/Laura+Pausini"">Read more on Last.fm</a>",Italy
Chayanne,492021,6843008,"Chayanne (born June 29, 1969)is a Latin Pop singer who was born as Elmer Figueroa de Arce in San Lorenzo, Puerto Rico.

Figueroa began using the artistic name of ""Chayanne"" when he was a little kid. He auditioned for Menudo, but was told that at the time that he was too young for the group. He didn't give up and he heard that Titi Soto was trying to create a new group that would compete with Menudo, and so he went and tried out. He was chosen for the group and his meteoric rise to the top began. <a href=""https://www.last.fm/music/Chayanne"">Read more on Last.fm</a>",
Lucas Arnau,32094,249449,"A Colombian singer with the same style as Carlos Vives or ""Mauricio y palo de Agua"" was born in Medellin, Colombia and is 26-years-old .He discovered his career at the age of 20 in California when he was studying for film production. He has two albums, the first that has his name was released in the year 2003 and the 12 songs were composed by him. The second album was released in 2005 and is named ""Un poco más"". Lucas lyrics are inspired by the things he has lived and the world that surrounds him <a href=""https://www.last.fm/music/Lucas+Arnau"">Read more on Last.fm</a>",Colombia
Alejandro Fernández,330652,5850575,"Artista mexicano, hijo de Vicente Fernández. Excelente interprete de rancheras y musica melódica latina.
Comenzó interpretando temas con mariachi y música tradicional mexicana. Últimamente canta también música pop.

Alejandro Fernández (born April 24, 1971) is a popular Latin Grammy-winning Mexican singer nicknamed as ""El Potrillo"" (""The Little Colt"") by the media and his fans. ] Alejandro originally specialized in traditional, earthy forms of Mexican folk and country music, such as mariachi and ranchera. <a href=""https://www.last.fm/music/+noredirect/Alejandro+Fern%C3%A1ndez"">Read more on Last.fm</a>",Mexico
Miguel Bosé,319568,5959533,"Miguel Luchino González Bosé (born April 3, 1956) is a Latin Grammy-winning musician and actor from Spain. He is one of the biggest stars in the Spanish speaking world mainstream, both in Spain and Latin America, and a well-known actor in French cinema as well.

Bosé was born in San Fernando Hospital in Panama City, Panama, the son of the famous Italian actress Lucia Bosé and the legendary bullfighter Luis Miguel González Lucas. He is also cousin of Carmen Ordóñez. His Godfather was Luchino Visconti. <a href=""https://www.last.fm/music/+noredirect/Miguel+Bos%C3%A9"">Read more on Last.fm</a>",France
Sebastian,659970,10597882,"1) SebastiAn (born Sebastian Akchoté) is a French electro house artist whose reputation started with his first releases on Ed Banger Records in 2005 entitled 'Smoking Kills' & 'H.A.L.'. A string of remixes followed including Annie, Daft Punk, Cut Copy, Revl9n & label-mate Uffie. Summer 2006 saw the release of the Ross Ross Ross EP, as well as a remix for Kelis. His remix of Kavinsky's Testarossa Autodrive, titled Testarossa (SebastiAn Remix), is featured in the video game GTA IV. <a href=""https://www.last.fm/music/Sebastian"">Read more on Last.fm</a>",France
Marc Anthony,784583,10351010,"Marco Antonio Muñiz (born September 16, 1964), better known by his stage name Marc Anthony.
 A New Yorker born and raised, the product of a music-loving Puerto Rican family, his parents named him Marco Antonio Muñíz in honor of the great Mexican balladeer of the same name. 
Born Marco Antonio Muñiz September 16, 1964 (age 52)
New York City, New York, U.S.
Nationality American Puerto Rican
Occupation Singer songwriter actor record producer television producer <a href=""https://www.last.fm/music/Marc+Anthony"">Read more on Last.fm</a>",Mexico
Kema,9936,66744,"There are at least three artists called Kema.

1. Kema is a Chilean Nü/Alternative Metal - http://kemachile.bandcamp.com/ https://www.facebook.com/like.kema/

2. Kema is a French Hip-Hop artist.

3. Kema is an independent noise artist. His releases can be found on the Glowing Fingers label: http://glowingfingers.blogspot.com/  <a href=""https://www.last.fm/music/Kema"">Read more on Last.fm</a>",Chile
Monica Naranjo,101979,1798106,"This is a wrong tag for Mónica Naranjo, please fix your tags.







Monica Naranjo Carrasco (born May 23, 1974 in Figueras, a village in Catalonia near Cadaques, Spain) - one of the most popular Spanish female singer.
She started singing at a very young age. Cristobal Sansano became her first producer. After signing with Sony Music, she recorded her debut album Mónica Naranjo in 1994, resulting in the hit songs ""Sola"", ""El amor coloca"" or ""Oyeme"". <a href=""https://www.last.fm/music/+noredirect/Monica+Naranjo"">Read more on Last.fm</a>",Spain
Sin Bandera,370391,6163180,"Sin Bandera was formed spontaneously: Leonel García (from Mexico) had the idea to be soloist, he showed talent on guitar and voice, but his project never took off with the record companies. At the same time, Noel Schajris (from Argentina) was preparing a solo album after making his debut in 1999. Both being musicians, composers and singers, they discovered the ideal formula to unite their talents and personalities in 2000. 

Noel Schajris was born in 1974 in Buenos Aires, Argentina. <a href=""https://www.last.fm/music/Sin+Bandera"">Read more on Last.fm</a>",
Miranda!,352623,17677212,"Miranda! is an Argentinean electropop band formed in 2002.
Band members include Alejandro Sergi (vocals), Juliana Gattas (vocals), Lolo Fuentes (guitar) and Bruno de Vicenti(programming, who later on left the band. Now they are also performing with Monoto, the new bassist.

The History of Miranda! begins in 2002, when Alejandro Sergi decided to join Juliana Gattas, Lolo Fuentes and Bruno de Vicentis and start a ""techno pop"" music band, though they were classified as a rock band. <a href=""https://www.last.fm/music/Miranda%21"">Read more on Last.fm</a>",
Pepe Aguilar,197449,2466529,"Podríamos decir que Pepe Aguilar no tuvo otra opción que convertirse en artista, y que como artista no tuvo otra elección que convertirse en cantante. No es coincidencia que en varias ocasiones la herencia, el talento y el linaje se hayan entrelazado con Pepe Aguilar, ganador de un Grammy Americano (NARAS) en el 2000 por su producción “Por una mujer bonita”, Pepe es considerado la voz de la nueva generación de la música mexicana,  siendo <a href=""https://www.last.fm/music/Pepe+Aguilar"">Read more on Last.fm</a>",
Yahir,74611,538269,"Yahir Othón Parra, commonly known as Yahir, is a Mexican singer and actor from Hermosillo, Sonora, Mexico. He began his career as one of the participants in the music reality show ""La Academia"" in 2002 and in addition to Yuridia, also from Hermosillo, is one of the most popular stars to come from the show.

His first hit single was a cover of Italian singer Tiziano Ferro's biggest hit in Mexico, ""Alucinado"", taken from his first album ""Yahir"" in 2003. <a href=""https://www.last.fm/music/Yahir"">Read more on Last.fm</a>",Italy
Nek,256286,4372573,"1. Filippo Neviani (born 6 January 1972), known by his stage name Nek, is an Italian singer-songwriter and musician. Nek is popular in Italy and throughout the Spanish-speaking world, and has performed and released most of his albums in both Italian and Spanish.

Nek first gained international success in 1997, when he took part in the Sanremo Music Festival in the Big Artists section, and although he didn't win, the song ""Laura non c'è"" (in Spanish: <a href=""https://www.last.fm/music/Nek"">Read more on Last.fm</a>",Italy
Francisco Céspedes,36217,430640,"Cuban-born singer/songwriter Francisco Céspedes left his physician career to get involved in popular music. The talented artist decided to stay in Mexico while visiting the country along with the Cuban Modern Music Orquestra. In 1992, Luis Miguel recorded his songs ""Pensar En Ti,"" featured on his album Aries, and ""Que Tu Te Vas,"" on Nada Es Igual, which were good enough to captivate the attention of Warner Music. In 1997, Francisco Céspedes participated in Viña del Mar Festival <a href=""https://www.last.fm/music/+noredirect/Francisco+C%C3%A9spedes"">Read more on Last.fm</a>",Cuba
Tiziano Ferro,359228,9302512,"Tiziano Ferro (born 21 February 1980 in Latina, Italy) is an Italian latin pop singer. He also records Spanish versions of his Italian albums and has had notable success in Europe and Latin America, Ferro has sold more than 7 million albums worldwide. He is one of the most famous contemporary Italian musicians. His music is basically pop, with influences of rock, r&b and hip-hop or other music styles.

His 2001's debut album, Rosso Relativo was characterized <a href=""https://www.last.fm/music/Tiziano+Ferro"">Read more on Last.fm</a>",Italy
La-33,30620,253446,"La 33 is a Salsa Group from Bogota, Colombia. The Name refers on a name of a street in Bogota, where the band is located. The Group members are:

Sergio Mejía, Santiago Mejía, Guillermo Celis, David Cantillo, Diego Sánchez, Cipriano Rojas, Juan David Fernández, Roland Nieto, Felipe Cárdenas, Vladimir Romero, Jóse Miguel Vega

The website of the band www.la-33.com <a href=""https://www.last.fm/music/La-33"">Read more on Last.fm</a>",
RBD,501050,41945981,"RBD (abbreviation for ""ReBelDe"", English: Rebel) was a Latin pop group formed in Mexico. The lineup was composed of Alfonso Herrera, Anahí, Christian Chávez, Christopher Von Uckermann, Dulce María and Maite Perroni.

Their discography composed of six studio albums, Rebelde (2004), Nuestro Amor (2005), Celestial (2006), Rebels (2006), Empezar Desde Cero (2007) and Para Olvidarte de Mí (2009), three albums with Portuguese versions, three live albums and five DVDs, having sold over 50 million copies. <a href=""https://www.last.fm/music/RBD"">Read more on Last.fm</a>",Portugal
La Barra,7998,127786," <a href=""https://www.last.fm/music/La+Barra"">Read more on Last.fm</a>",
Julio Iglesias,422127,7337544,"Julio José Iglesias de la Cueva (born September 23, 1943 in Madrid, Spain) is Spain's best selling singer and the best-selling Spanish language singer of all time. Julio Iglesias has sold over 250,000,000 records in different languages and released 77 records. He thus far has performed approximately 5,000 concerts during his career.

Early career to 1978
Julio was the son of Julio Iglesias Sr, a doctor. He was a professional football player with Real Madrid, where he played as goalkeeper. <a href=""https://www.last.fm/music/Julio+Iglesias"">Read more on Last.fm</a>",Spain
Alejandro Sanz,655958,13965693,"Alejandro Sanz, born Alejandro Sánchez Pizarro on December 18, 1968 in Madrid, is an Award winning, Spanish pop/ballad musician and singer-songwriter who has won a record 17 Latin Grammys, more than any other Spanish musician in history. He has sold more than 25 million albums worldwide.

Alejandro Sanz is the second son of María Pizarro Medina from Alcalá de los Gazules, and Jesús Sánchez Madero from Algeciras, Spain. He began playing guitar at the age of seven and composing his first songs three years later. <a href=""https://www.last.fm/music/Alejandro+Sanz"">Read more on Last.fm</a>",Spain
Ricardo Arjona,389827,9722283,"Edgar Ricardo Arjona Morales, (born 19 January 1964, Jocotenango, Guatemala), known as Ricardo Arjona (pronounced /aɾ'xona/), is a popular Guatemalan singer. He has won two Grammy Awards from three nominations: The 2007 Grammy for Best Latin Pop Album and the 2006 Latin Grammy for Best Male Pop Vocal Album, both for his album Adentro, (2005).

History

Ricardo was born in the village of Jocotenango, near Antigua, Guatemala to Ricardo Arjona Moscoso and Noemí Morales de Arjona. <a href=""https://www.last.fm/music/Ricardo+Arjona"">Read more on Last.fm</a>",
La Quinta Estacion,240699,3196557,"La 5a Estacion is group of three Spaniards that left their native country and moved to Mexico to pursue a Musical career. Their first hit was ""Donde Iran?"" a pop rock tune featured on the Mexican Soap opera ""Clase 406."" Their first album is titled ""Primera Toma."" This first album was immediately followed by ""Flores De Alquiler"" that featured hits such as ""El Sol No Regresa,"" ""Daria,"" ""Algo Mas,"" and ""Nina."" this album also had a cover track in tribute to Hombres G titled ""Si Yo Fuera Mujer. <a href=""https://www.last.fm/music/+noredirect/La+Quinta+Estacion"">Read more on Last.fm</a>",Mexico
Issac Delgado,32820,243388,"Issac Delgado is a Cuban salsa artist. Born in 1962 in Mariano, Havana, he began his professional career in 1983, becoming part of the Orquestra de Pancho Alonso; he travelled with the orchestra and in 1987 became the vocalist for Galaxia.

Born: Sept. 11, 1962

Trivia: Delgado spells his first name 'Issac' rather than 'Isaac' because at one time a promoter suggested that if it were spelled with the second 's' backwards, it would form an inspiring heart. <a href=""https://www.last.fm/music/Issac+Delgado"">Read more on Last.fm</a>",Cuba
Gloria Trevi,271627,5161042,"Gloria de los Ángeles Treviño Ruiz, known as Gloria Trevi is a Mexican singer, songwriter, dancer, actress, television hostess, music video director and businesswoman known as ""The Supreme Diva of Mexican Pop"". <a href=""https://www.last.fm/music/Gloria+Trevi"">Read more on Last.fm</a>",Mexico
Grupo Aliados,74,277,biografia no encontrada,
Latin Dreams,14904,88077,biografia no encontrada,
Michael Bublé,3344773,84561046,"Michael Steven Bublé (born September 9, 1975) is a Canadian singer and songwriter known for his interpretations of traditional pop standards and his contributions to reviving interest in the Great American Songbook. He has sold over 75 million records globally and received numerous accolades, including five Grammy Awards and fifteen Juno Awards.

Bublé's self-titled debut album was released in 2003 and reached the top ten in Canada and the United Kingdom. <a href=""https://www.last.fm/music/+noredirect/Michael+Bubl%C3%A9"">Read more on Last.fm</a>",Canada
Cristian Castro,237830,4020578,"Cristian Castro (born Cristian Sáenz Castro on December 8th, 1974 in Mexico City) is a Grammy Award-nominated Mexican pop singer, songwriter and actor. He is sometimes simply known as Cristian or ""el Gallito Feliz"" (Spanish: ""The Happy Little Rooster""). He is also the lead singer of Mexican heavy metal band La Esfinge (under the pseudonym ""Lügh Draculea""), formed in 2014 along with ex-Maná and ex-Jaguares guitarist César ""Vampiro"" López.

Castro added the ""h"" to his first name for the release of his successful album <a href=""https://www.last.fm/music/Cristian+Castro"">Read more on Last.fm</a>",Mexico
Huey Dunbar,30873,166592,"Huey Dunbar, was born on May 15, 1974. Born in New York City from a Puerto Rican mother and a Jamaican father, Huey grew up all over New York; Harlem, Washington Heights, Queens, The Bronx and even spent a few years of his childhood living in Lares, Puerto Rico. From when he was a baby, beginning to discover the gift of song, his mother motivated him to sing and was instrumental in helping him to develop a profound love for his Puerto Rican roots. <a href=""https://www.last.fm/music/Huey+Dunbar"">Read more on Last.fm</a>",Jamaica
Carlos Vives,606420,7994870,"Before he graduated from Jorge Tadeo Lozano's University with a publicist degree, singer Carlos Vives joined different bands and participated in several plays. In 1982, the artist got a role in the Colombian TV series Tiempo Sin Huella, starting his successful acting career, later extending his professional skills to the Puerto Rican television.

After participating in some teen programs as a singer/actor, he got the main role in the telenovela (soap opera) ""Gallito Ramírez,"" which made him a famous actor. <a href=""https://www.last.fm/music/Carlos+Vives"">Read more on Last.fm</a>",Colombia
Los Chaque's,719,9484,biografia no encontrada,
Raul Paz,62542,356918,"Raul Paz was born in 1969 in Pinar del Rio, Cuba.  He left Cuba in 1996, travelled in South America, and eventually arrived in France, where he studied classical music at the Conservatoire de Paris and learned the violin, singing, harmony and conducting.

Soon, at Paris clubs, such as the New Morning, Hot Brass, Bataclan, and Elysée Montmartre, he was sharing the spotlight with other Afro-Cuban musician passing through the city.  As member of the Latino and African musical community based in France <a href=""https://www.last.fm/music/Raul+Paz"">Read more on Last.fm</a>",
David Calzado Y Su Charanga Habanera,20680,259748,"
    La Charanga Habanera y David Calzado Biography: • Sergio David Calzado was born in Havana, in 1959 and began studying classic violin when he was eleven years old. Music was already rooted in his family environment since he is Sergio Calzado`s son, the prominent singer who is well-known for his performance with the ""Fajardo y sus Estrellas"" group. David Calzado studied this instrument at the National School of Art in Cuba for nine years. He <a href=""https://www.last.fm/music/David+Calzado+Y+Su+Charanga+Habanera"">Read more on Last.fm</a>",
Rey Ruiz,128766,842105,"Rey Ruiz (born June 21, 1966 in Havana, Cuba) is a well known salsa singer from Cuba. Ruiz reached international fame across Latin America, Europe and among Hispanic music fans in the United States.Rey Ruiz demonstrated an interest in becoming a salsa singer since he was a small child. Aside from an apparently normal childhood, Ruiz made his debut as a performer at a very young age; he was often showcased on Cuban television as a child, singing typical children's songs. <a href=""https://www.last.fm/music/Rey+Ruiz"">Read more on Last.fm</a>",Cuba
Alejandro Parreño,1747,18675,biografia no encontrada,
Los Originales De San Juan,46273,346871,"The famous corrido norteño group Los Original San Juan came to the United States Latino radio with the song ""I Hope I Range Life"", the first to promote his new album ""May the REACH ME LIFE"", which is now on sale.

 ""I Hope I Range Life"" is one of the successes that contains this new album the group led by Jesus (Chuy) Chavez. ""Hopefully REACH ME LIFE"" contains ten tracks written for the popular Mexican composers Francisco Quintero, Fidencio Ayala and lead singer of The Originals, Chuy Chavez. <a href=""https://www.last.fm/music/Los+Originales+De+San+Juan"">Read more on Last.fm</a>",Mexico
Alejandra Guzman,176697,2210181,"Please fix your tags with Alejandra Guzmán.

Alejandra Guzman (born February 9, 1968) is a Mexican rock/pop singer and actress, the daughter of Mexican actress Silvia Pinal and Venezuelan-born rock and roll singer Enrique Guzman. Alejandra Guzman is sometimes called ""La Reina del Rock."" After traveling with her mother's theater troupe, Guzman recorded her debut album ""Bye Mama"" after deciding she wanted to focus on singing. The song of the same name <a href=""https://www.last.fm/music/+noredirect/Alejandra+Guzman"">Read more on Last.fm</a>",Mexico
Jeremías,6239,55390,"Carlos Eduardo López Avila (born September 19, 1973 in London, United Kingdom), better known under his stage name Jeremías, is a British-Venezuelan singer-songwriter of Venezuelan parents.

He moved to Venezuela at the age of 2, although he still maintains a British passport. Encouraged musically from an early age, he began writing songs at age 8, and at age 11 took the name Jeremías. He later signed with the record label Universal, in 2000 several Venezuelan record companies were interested in his project and after some failed attempts <a href=""https://www.last.fm/music/+noredirect/Jerem%C3%ADas"">Read more on Last.fm</a>",United Kingdom
Juanes,1162338,20703607,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. <a href=""https://www.last.fm/music/Juanes"">Read more on Last.fm</a>",
Murga Contrafarsa,434,6806,biografia no encontrada,
Plastilina Mosh,225605,4414920,"Plastilina Mosh is a Mexican alternative rock group from Monterrey, México. The band was formed in 1996 by Jonás Gonzalez and Alejandro Rosso. They met in Monterrey while playing Super Nintendo. The band has achieved, since the release of their 1997 single-debut 'Niño Bomba', both critical and commercial success. The group often mixes several music styles while often switching between English, Spanish and several other languages in the same song. <a href=""https://www.last.fm/music/Plastilina+Mosh"">Read more on Last.fm</a>",Mexico
Tommy Torres,73796,750224,"Tommy Torres is a Latin Grammy Award winning producer, singer and songwriter from Puerto Rico. Named as the #1 Hot Latin Tracks producer of 2007 by Billboard Magazine, Torres has written and produced songs for many artists such as Ricardo Arjona, Ednita Nazario, Jaci Velásquez, and Ricky Martin.

Born in Santurce, Puerto Rico, Torres learned to play the violin and keyboards at a young age. He started composing when he was in high school. He then <a href=""https://www.last.fm/music/Tommy+Torres"">Read more on Last.fm</a>",
Danni Ubeda,1884,15193," <a href=""https://www.last.fm/music/+noredirect/Danni+Ubeda"">Read more on Last.fm</a>",
Shalim,6881,29311,"Shalim Gerardo Ortiz Goyco (born February 26, 1979 in San Juan, Puerto Rico), is a singer/actor. He is the eldest son of famous Puerto Rican entertainer Elin Ortiz and his wife, the legendary Dominican singer across Latin America, Charytin Goyco.  <a href=""https://www.last.fm/music/Shalim"">Read more on Last.fm</a>",
Nika,13429,103769,"1. Nika (Mónica Rodríguez) - spanish singer-songwriter.
2. Nika (Dominika Domczyk) - vocalist of polish punk rock band Post Regiment
3. Nika - dutch dubstep DJ
4. Nika - finnish r&b singer
5. Nika (Mónika Veres) - Hungarian singer, vocalist
6. Nika - Estonian pop singer 
7. NIKA (니카) - Korean-German singer, formerly known as Monika (모니카). <a href=""https://www.last.fm/music/Nika"">Read more on Last.fm</a>",Netherlands
