artista,oyentes,reproducciones,bio_resumen,pais
Memphis La Blusera,28308,385419,"""Memphis La Blusera"" es una banda argentina de blues y rock nacida en el barrio porteño de La Paternal el 5 de mayo de 1978. Comenzaron a tocar como banda con temáticas muy sociales y trabajadoras, saliéndose de esa línea con el disco ""Tonto Rompecabezas"", donde se van al grano de lo que es las letras sobre el amor. Para su grabación en vivo de 25º aniversario en Luna Park, se revivió parte de la fama de la banda, que además visitó otros países como Chile. <a href=""https://www.last.fm/music/Memphis+La+Blusera"">Read more on Last.fm</a>",Unknown
The Bel-Aires,2712,8552,biografia no encontrada,Unknown
Wynonie Harris,116345,616777,"Wynonie ""Mr. Blues"" Harris (August 24, 1915-June 14, 1969) was an American blues shouter and rhythm and blues singer.

He was born in Omaha, Nebraska. Harris traveled as a singer and dancer with the Lucky Millinder Big Band in his youth. His first big solo hit was in 1944 with his record ""Who Threw The Whiskey in the Well"". He was a dynamic live performer who brought a lot of attention to the emerging styles of rhythm and blues.

Harris made a major contribution to the birth of rock and roll when he covered ""Good Rocking Tonight"" <a href=""https://www.last.fm/music/Wynonie+Harris"">Read more on Last.fm</a>",United States
Guitar Shorty,43667,318046,"There are two artists with the name 'Guitar Shorty': 
1) Guitar Shorty was American blues guitarist, singer and songwriter David William Kearney  (born on 8 September 1934 ; died 20 April 2022) who was known for his explosive guitar style and wild stage antics. 
2) Guitar Shorty was American acoustic blues guitarist John Henry Fortescue (born on 24 January 1923; died 26 May 1976). 

I. Guitar Shorty (born David William Kearney on  8 September 1934 ; died 20 April 2022), was an American blues guitarist. <a href=""https://www.last.fm/music/Guitar+Shorty"">Read more on Last.fm</a>",United States
Eddie Hope,1112,4008,biografia no encontrada,Unknown
Doyle Bramhall,18251,123038,"Doyle Bramhall (1949.02.17/Dallas, TX - 2011.11.12/Alpine) was strictly a Texas blues musician, a talented guitarist, drummer and singer who has worked with Stevie Ray Vaughan and his brother Jimmie Vaughan. Bramhall is sometimes confused with his son, Doyle Bramhall II, who is also a singer, songwriter, and guitarist.

It was initially reported that Mr. Bramhall may have died as a result of complications from pneumonia. One of his final North Texas performances was at 2011's Main St. <a href=""https://www.last.fm/music/Doyle+Bramhall"">Read more on Last.fm</a>",Unknown
Champion Jack Dupree,118422,678786,"William Thomas Dupree (birth date disputed; died January 21, 1992, in Hanover, Germany), best known as Champion Jack Dupree, was an American blues pianist. He was the embodiment of the New Orleans blues and boogie woogie pianist. On his best known album, Blues from the Gutter, for Atlantic in 1959, he was accompanied on guitar by Larry Dale, whose playing on that record inspired Brian Jones of The Rolling Stones. Although best known as a singer and pianist in the New Orleans style <a href=""https://www.last.fm/music/Champion+Jack+Dupree"">Read more on Last.fm</a>",United States
Eric Sardinas,57901,468079,"Slide guitarist and singer-songwriter Eric Sardinas has a reputation for packing intensity into his live performances. Since the late-90s’ Sardinas has taken the stage thousands of times across the globe, with audiences growing exponentially each passing year. His six albums have displayed a distinct style that musically pushes the boundaries of rock and blues, and the world has taken notice. 

Now Sardinas has put his onstage lighting in a bottle for the new album Sticks & Stones <a href=""https://www.last.fm/music/Eric+Sardinas"">Read more on Last.fm</a>",Unknown
Marcia Ball,41828,305915,"Marcia Ball (born 20 March 1949) is an American blues singer and pianist born in Orange, Texas but who grew up in Vinton, Louisiana. This same region spawned other American blues greats, including Clifton Chenier, Janis Joplin, Lonnie Brooks, Stevie Ray Vaughan, The Fabulous Thunderbirds, and Kenny Neal.

Born into a musical family, Ball began playing piano at age 5, and showed an early interest in New Orleans style piano playing, as exemplified by Fats Domino, Professor Longhair, and James Booker. <a href=""https://www.last.fm/music/Marcia+Ball"">Read more on Last.fm</a>",United States
Ray Charles,2727950,43013714,"Ray Charles (Ray Charles Robinson,  Albany, Georgia, September 23, 1930 - Beverly Hills, California, June 10, 2004), was an American singer-songwriter, musician, arranger, and band leader. 

As a rock and roll, rhythm & blues, soul, blues, jazz, country and pop musician he helped to shape the sound of rhythm & blues.

He brought a soulful sound to everything from country music (""I Can't Stop Loving You"") to rock and roll (""Mess Around""), to pop standards to a now-iconic rendition of ""America the Beautiful. <a href=""https://www.last.fm/music/Ray+Charles"">Read more on Last.fm</a>",United States
Freddie King,409888,3838063,"
Freddie King (September 3, 1934 – December 28, 1976), thought to have been born as Frederick Christian in Gilmer, Texas, originally recording as Freddy King, and nicknamed ""the Texas Cannonball"", was an influential African-American blues guitarist and singer. He is often mentioned as one of ""the Three Kings"" of electric blues guitar, along with Albert King and B.B. King (though he was the youngest of the three).

King's mother, Ella May King, and her brother, who both played the guitar, began teaching him to play at the age of six. <a href=""https://www.last.fm/music/Freddie+King"">Read more on Last.fm</a>",Unknown
Eric Clapton,3345918,79870206,"Eric Patrick Clapton CBE (born 30 March 1945) is an English rock and blues guitarist, singer, and songwriter. He is regarded as one of the most successful and influential guitarists in rock music. He ranked second in Rolling Stone's list of the ""100 Greatest Guitarists of All Time"" and fourth in Gibson's ""Top 50 Guitarists of All Time"". In 2023, Rolling Stone named Clapton the 35th best guitarist of all time. He was also named number five in Time magazine's list of ""The 10 Best Electric Guitar Players"" in 2009. <a href=""https://www.last.fm/music/Eric+Clapton"">Read more on Last.fm</a>",Unknown
Solomon Burke,625178,5301408,"Solomon Burke (born March 21, 1940 in Philadelphia, Pennsylvania, USA, died October 10, 2010 at Schiphol Airport, The Netherlands) was a soul music pioneer and member of the Rock and Roll Hall of Fame. Despite releasing numerous rnb chart hits in the 1960s, he never had a Top 20 hit on the pop charts. Burke's influence, however, has outstripped his mainstream commercial success. He is considered a legend of American music.

He began his adult life as a young preacher in Philadelphia, where he hosted a gospel radio show. <a href=""https://www.last.fm/music/Solomon+Burke"">Read more on Last.fm</a>",United States
Joe Bonamassa,475577,13852116,"Joe Bonamassa (born May 8, 1977) is an American blues rock  guitarist, singer and songwriter.

Bonamassa was born in Utica, New York. He started playing guitar at age four, encouraged by his father, who was an avid music fan and exposed him to British blues rock records by Eric Clapton and Jeff Beck, greatly inspiring him. At 11 years old Joe was mentored and trained by American guitar legend, Danny Gatton. When he was 12 years old, he had his own band called Smokin' Joe Bonamassa <a href=""https://www.last.fm/music/Joe+Bonamassa"">Read more on Last.fm</a>",United States
Nina Simone,2882508,71824953,"Eunice Kathleen Waymon (21 February 1933 – 21 April 2003), better known by her stage name Nina Simone, was an American singer, pianist, arranger, and civil rights activist widely associated with jazz music. Simone aspired to become a classical pianist while working in a broad range of styles including classical, jazz, blues, soul, folk, rhythm and blues, gospel, and pop.

Simone was born Eunice Kathleen Waymon on 21st February 1933 in Tryon, North Carolina, USA, one of eight children. <a href=""https://www.last.fm/music/Nina+Simone"">Read more on Last.fm</a>",United States
De-Phazz,646436,12381796,"De Phazz is a downtempo jazz ensemble integrating modern turntablism and elements of soul, Latin, trip hop and drum and bass into a lounge music sound. De Phazz is led by Pit Baumgartner, a German producer who changes his crew for every new album. Some of the more permanent members are Karl Frierson and Pat Appleton. Since the release of Detunized Gravity and Godsdog, De Phazz have appeared on the radar of listeners of equally innovative and sample-driven jazz by the likes of Amon Tobin and The Cinematic Orchestra. <a href=""https://www.last.fm/music/De-Phazz"">Read more on Last.fm</a>",Germany
Rascal Flatts,1650089,27070132,"Rascal Flatts was an American country rock/pop country band founded in Columbus, Ohio, USA. Since its inception, Rascal Flatts has been composed of three members: Gary LeVox (lead vocals), Jay DeMarcus (bass guitar, keyboards, vocals), and Joe Don Rooney (lead guitar, vocals). DeMarcus and LeVox are also second cousins.

Rascal Flatts has released six studio albums and a greatest hits album, all on Lyric Street Records. Their first two albums, 2000's Rascal Flatts and 2002's Melt <a href=""https://www.last.fm/music/Rascal+Flatts"">Read more on Last.fm</a>",United States
Gary Moore,949553,17249767,"Gary Moore (born April 4, 1952 as Robert William Gary Moore in Belfast, Northern Ireland, United Kingdom; died February 6, 2011 in Malaga, Spain) is acknowledged as one of the finest guitarists to have originated in Ireland. He was a virtuoso guitarist and is considered by his fans to be one of the best guitar players ever.

In a career dating back to the 1960s he has played with bands including Thin Lizzy, Colosseum II, Greg Lake and Skid Row as well as having a successful solo career. <a href=""https://www.last.fm/music/Gary+Moore"">Read more on Last.fm</a>",Unknown
Son House,333352,2652024,"Eddie James House, Jr. (March 21, 1902 – October 19, 1988), better known as Son House, was an influential blues singer and guitarist. His date of birth is a matter of some debate. Son House himself alleged that he was middle aged during World War I, and, more specifically, that he was 79 in 1965, which would mean that he was born around 1886. However, all legal records place his birth on March 21, 1902.

House was born, the middle of three brothers, in Riverton, Mississippi, two miles from famed blues capital Clarksdale, Mississippi. <a href=""https://www.last.fm/music/Son+House"">Read more on Last.fm</a>",Unknown
Bessie Smith,360405,2877165,"Bessie Smith (April 15, 1894 – September 26, 1937) was an American blues singer.
Nicknamed The Empress of the Blues, Smith was the most popular female blues singer of the 1920s and 1930s. She is often regarded as one of the greatest singers of her era and, along with Louis Armstrong, a major influence on other jazz vocalists.

The 1900 census indicates that Bessie Smith was born in Chattanooga, Tennessee, in July 1892. However, the 1910 census recorded her birthday as April 15 <a href=""https://www.last.fm/music/Bessie+Smith"">Read more on Last.fm</a>",United States
Debbie Davies,30275,256470,"A thirty-year veteran of the road,  Debbie Davies is truly one of the leading lights on the contemporary blues music scene today.  She is one of less than a handful of women who paved the road for all of the young female guitar players on the scene today.

Debbie Davies is an award-winning singer, songwriter, guitar player of extraordinary talent. A professional musician since the early 1980s, Debbie ranks among the top blues artists in the country. <a href=""https://www.last.fm/music/Debbie+Davies"">Read more on Last.fm</a>",Unknown
Dany Brillant,40839,374844,"French singer, influenced by 60s rock n'roll.

After studying for two years to become a doctor, he dropped out and entered the prestigious Parisian theater school, 'Cours Florent'. <a href=""https://www.last.fm/music/Dany+Brillant"">Read more on Last.fm</a>",France
"Arthur ""Big Boy"" Crudup",85702,410264,"Arthur ""Big Boy"" Crudup (also known as ""Pop"" Crudup) (August 24, 1905 – March 28, 1974) was a delta blues singer and guitarist. He is best known outside blues circles for writing songs later covered by Elvis Presley (and since covered by dozens of other artists), such as ""That's All Right Mama"", ""My Baby Left Me"" and ""So glad you're mine"", and by many claims, ""Blue Suede Shoes"".

Born in Forest, Mississippi and living and working in throughout the South and Midwest as a migrant worker for a time <a href=""https://www.last.fm/music/Arthur+%22Big+Boy%22+Crudup"">Read more on Last.fm</a>",Unknown
The Black Keys,3238428,193022200,"The Black Keys are an alternative rock  group from Akron, Ohio, United States which formed in 2001, consisting of singer and guitarist Dan Auerbach and drummer Patrick Carney. The band name was inspired by a schizophrenic artist and friend in Akron, who used the term ""black keys"" to describe things he disliked or people he did not trust. The Black Keys have roots in traditional blues and psychedelic rock stylings.

They released their first album, The Big Come Up, in 2002, followed by Thickfreakness in 2003, and Rubber Factory in 2004. <a href=""https://www.last.fm/music/The+Black+Keys"">Read more on Last.fm</a>",Unknown
Billie Holiday,2289911,50566040,"Billie Holiday (Eleanora Fagan Gough, Philadelphia, PA, April 7, 1915 – New York City, NY, July 17, 1959) was an American jazz singer and songwriter.

Nicknamed Lady Day by her loyal friend and musical partner Lester Young, Holiday was a highly original influence on jazz and pop singing. Her vocal style, strongly inspired by jazz instrumentalists, pioneered a new way of manipulating phrasing and tempo. Above all, she was admired for her deeply personal and intimate approach to singing. <a href=""https://www.last.fm/music/Billie+Holiday"">Read more on Last.fm</a>",United States
Keb' Mo',293281,3460147,"Keb' Mo' (born October 3, 1951 in South Los Angeles, California as Kevin Moore) is an American blues singer, guitarist, and songwriter.

He first started recording in the early 1970s with Jefferson Airplane violinist Papa John Creach. Creach hired him when Moore was just twenty-one years old; Moore appeared on four of Creach's albums.

He was further immersed in the blues with his long stint in the Whodunit Band, headed by Bobby ""Blue"" Bland producer Monk Higgins. Moore jammed with Albert Collins and Big Joe Turner. <a href=""https://www.last.fm/music/Keb%27+Mo%27"">Read more on Last.fm</a>",United States
The Inmates,16996,155870,"Formed in 1977 from an amalgamation of ""Ronnie and the Biggs"" vocalist, the superb Bill Hurley, and ""The Cannibles"" Tony Oliver, Ben Donnelly and Peter Gunn, this hard-hitting R&B combo are often likened to their compadres ""Dr. Feelgood"" and ""Eddie and the Hot Rods"".
Signed to Radar Records they quickly made an impact with their debut LP. ""First Offence"" containing the hit singles ""Dirty Water"" (U.S. top forty) and Jimmy McCracklin's ""The Walk"" (UK. top forty). <a href=""https://www.last.fm/music/The+Inmates"">Read more on Last.fm</a>",Unknown
Mississippi John Hurt,282033,3418116,"John Smith Hurt, better known as Mississippi John Hurt (July 3, 1893 or March 8, 1892 - November 2, 1966) was an American country blues singer and guitarist.

Raised in Avalon, Mississippi, Hurt taught himself how to play the guitar around age nine. Singing to a melodious finger-picked accompaniment, he began to play local dances and parties while working as a sharecropper. He first recorded for Okeh Records in 1928, but these were commercial failures. <a href=""https://www.last.fm/music/Mississippi+John+Hurt"">Read more on Last.fm</a>",United States
Johnny Boyd,3230,14378,biografia no encontrada,Unknown
The White Stripes,4728720,194990319,"The White Stripes was an alternative rock band, formed in 1997 in Detroit, Michigan, United States. They disbanded in 2011. The group consisted of songwriter Jack White (vocals, piano/keyboards, guitar) and Meg White (drums, vocals).

After releasing several singles and three albums within the Detroit independent music underground, The White Stripes rose to prominence in 2002, as part of the garage rock revival scene. Their successful albums White <a href=""https://www.last.fm/music/The+White+Stripes"">Read more on Last.fm</a>",Unknown
Norah Jones,2910251,101268485,"Norah Jones, born on March 30, 1979 in New York City, is one of the most popular contemporary jazz and jazz-influenced singers of our time. She was a member of Wax Poetic before her debut album Come Away with Me. She can still be heard singing with them on two tracks of their release, NuBlu Sessions.

Her debut album Come Away with Me was released in 2002 and sold 26 million copies worldwide. It won 5 Grammy Awards in 2003. This album was produced by Arif Mardin. <a href=""https://www.last.fm/music/Norah+Jones"">Read more on Last.fm</a>",Unknown
R.L. Burnside,276498,3219408,"R. L. Burnside (November 23, 1926 – September 1, 2005), born Robert Lee Burnside, was an American blues singer, songwriter, and guitarist who lived much of his life in and around Holly Springs, Mississippi. He played music for much of his life, but did not receive much attention until the early 1990s. In the latter half of the 1990s, Burnside repeatedly recorded with Jon Spencer, garnering crossover appeal and introducing his music to a new fanbase within the underground garage rock scene. <a href=""https://www.last.fm/music/R.L.+Burnside"">Read more on Last.fm</a>",United States
Delbert McClinton,90978,842882,"Delbert McClinton is a blues musician born 4 November 1940, in Lubbock, Texas. He honed his craft working in a bar band, The Straitjackets, backing visiting blues giants such as Sonny Boy Williamson II, Howlin' Wolf, Lightnin' Hopkins, and Jimmy Reed. He made his first recordings as a member of the Ron-Dels and was noted for his distinctive harmonica work on Bruce Channel's 1962 hit ""Hey Baby"". On a tour of the UK with Channel, McClinton met a young John Lennon and advised him on his harmonica technique <a href=""https://www.last.fm/music/Delbert+McClinton"">Read more on Last.fm</a>",Unknown
Simon Crashly & The Roadmasters,2803,15946,biografia no encontrada,Unknown
B.B. King,1295082,20148949,"B. B. King (b. September 16, 1925 in Itta Bena, Mississippi; died May 14, 2015 in Las Vegas) was a U.S. blues guitarist and songwriter. He is among the most respected electric guitarists; Rolling Stone magazine ranked him third in its list of the hundred greatest guitarists of all time.

Born as Riley B. King, he began broadcasting his music live on a Memphis radio station called WDIA. At first, he used the name The Peptikon Boy on air, which later was changed to The Beale Street Blues Boy, and then further shortened to just Blues Boy or B.B. <a href=""https://www.last.fm/music/B.B.+King"">Read more on Last.fm</a>",Unknown
Nick Moss & The Flip Tops,4674,31485,"Chicago blues is now synonymous with guitarist Nick Moss. Though the golden era of Chicago blues is long past with many of its key players deceased or retired, this young Chicagoan stands tallest in the current generation of blues performers that honor the letter and spirit of the great urban African-American music. No less than Jimmy Rogers saw Nick as a protégé, a torchbearer, and a colleague. Leading Chicago-style guitarist Buddy Guy sanctions his talent: ""Nick Moss is one of the local favorites at my club, Legends. <a href=""https://www.last.fm/music/Nick+Moss+&+The+Flip+Tops"">Read more on Last.fm</a>",Unknown
Soledad Brothers,160416,1082666,"(1998-2006) (2010-present)

Soledad Brothers are an American blues punk group from Maumee, Ohio. Consisting of Benjamin Swank on drums, Johnny Walker on guitar and vocals, and Oliver Henry (who was recruited just before the release of their second album) on sax and guitar, they took their name from a trio of convicted felons, George Jackson, Fleeta Drumgo, and John Clutchette who were incarcerated at Soledad Prison and killed by police fire. They are known for their very energetic, loud sound. <a href=""https://www.last.fm/music/Soledad+Brothers"">Read more on Last.fm</a>",United States
Lee Rocker,86071,741976,"Lee Rocker (born August 3, 1961 in Long Island, New York) is a rockabilly double bass player. He is best known for his time as a member of Stray Cats. He is now a solo musician.

Rocker has reunited with former Stray Cats band members Brian Setzer and Slim Jim Phantom and they toured the U.S. with The Pretenders and ZZ Top in the summer of 2007.

Lee Rocker released Black Cat Bone in August 2007, an album featuring his loyal musicians Brophy Dale on guitar and Jimmy Sage on drums <a href=""https://www.last.fm/music/Lee+Rocker"">Read more on Last.fm</a>",Unknown
RJD2,1206207,34641508,"RJD2 is Ramble John Krohn, a hip-hop producer. RJD2 was born in Eugene, Oregon, and raised in Columbus, Ohio. Until recently, he was part of the Definitive Jux label and produced tracks for many of its artists, as well as having a solo career.  In 2006, RJ ""ditched hip-hop"" for the indie-rock label XL, releasing The Third Hand in March 2007.

From 1998 to 1999, he saw success blossom as DJ/producer for the Columbus-based group the Megahertz, with two twelve-inch singles on Bobbito Garcia's legendary NY label, Fondle 'Em Records. <a href=""https://www.last.fm/music/RJD2"">Read more on Last.fm</a>",Unknown
Otis Taylor,152596,1779143,"Otis Taylor is an American blues musician. He is a multi-instrumentalist whose talents include the guitar, banjo, mandolin, harmonica, and vocals. In 2001, he was awarded a fellowship to the Sundance Film Composers Laboratory.

Taylor's career in music performance and recording has taken a circuitous path. Born in Chicago 1948, and growing up in Denver after his family relocated there, he began listening to blues and folk-blues in his teens. Through Denver's Folklore Center, he began to play the blues. <a href=""https://www.last.fm/music/Otis+Taylor"">Read more on Last.fm</a>",United States
Greg Brown,91255,1141017,"Greg Brown is a folk musician from Iowa, USA. His ""Iowa Waltz"" has been (unsuccessfully) proposed to replace the state song of Iowa.

During the 1980s, his reputation was established through frequent touring and recurring performances on A Prairie Home Companion. Subsequently, his work has been nominated for Grammy awards. He also founded his own record label and named it Red House Records after a home he lived in in Iowa.  Red House Records is an independent record label specializing in folk music, based in St. <a href=""https://www.last.fm/music/Greg+Brown"">Read more on Last.fm</a>",Unknown
Deborah Coleman,26381,216756,"Deborah Coleman (October 3, 1956 - April 12, 2018) was an American blues guitarist, singer and songwriter. She won the Orville Gibson Award for ""Best Blues Guitarist, Female"" in 2001, and was nominated for a W.C. Handy Blues Music Award nine times.

Coleman was born in Portsmouth, Virginia and raised in a music-loving military family that lived in San Diego, San Francisco, Bremerton, Washington, and the Chicago area. With her father playing piano <a href=""https://www.last.fm/music/Deborah+Coleman"">Read more on Last.fm</a>",United States
La Mississippi,10165,137166,"Argentinean blues band La Mississippi started playing under the name of Mississippi Blues Band in the late '80s. In 1993, the group released its debut album, called Mbugi, followed by 1995's Bagayo and 1996's Classic. La Mississippi starting getting closer to contemporary blues while recording Cara y Ceca in 1997. Two years later, the six-piece act had the opportunity to perform in front of a major audience, when they opened for Credence Clearwater Revisited at Buenos Aires' Obras Sanitarias. They later issued Palacio de Pulgas. 
 
 <a href=""https://www.last.fm/music/La+Mississippi"">Read more on Last.fm</a>",Unknown
Jools Holland,86280,815003,"Julian Miles Holland (born 24 January 1958) is a British pianist, bandleader ( Jools Holland & His Rhythm & Blues Orchestra ), television presenter, architectural eccentric and pop music enthusiast. He was also a founding member of the highly acclaimed and successful band Squeeze. <a href=""https://www.last.fm/music/Jools+Holland"">Read more on Last.fm</a>",United Kingdom
Johnny & The Jailbirds,1490,11737,biografia no encontrada,Unknown
Julian Sas,51791,490102,"My name is Julian. I was born on a river in 1970 in a small town in the center of the Netherlands called Beneden-Leeuwen. Since I was born I have been a restless person, This is something that I still have today. Only until I was 6 years old I knew where this was coming from; I saw this movie called the Toronto rock 'n roll festival. There I saw Jerry lee lewis and Chuck Berry. From that day on I knew what I was going to be In my life I wanted to make music. <a href=""https://www.last.fm/music/Julian+Sas"">Read more on Last.fm</a>",Unknown
Robert Johnson,713297,10713343,"There are several artists by the name Robert Johnson:

1. An American blues singer, guitarist and songwriter (1911-1938) amongst the most famous of Delta blues musicians; ranked fifth in Rolling Stone's list of 100 Greatest Guitarists of All Time; considered by some to be the ""Grandfather of Rock 'n' Roll""

2. An English lutenist and composer of the late Tudorian and early Jacobean eras (c.1580-c.1634)

3. A 1970s Memphis-based American guitarist <a href=""https://www.last.fm/music/Robert+Johnson"">Read more on Last.fm</a>",United States
The Ditty Bops,137094,2246921,"The Ditty Bops is a band from Los Angeles, California that play a blend of folk, bluegrass, jazz, swing music, ragtime and musical theater. They are headed by Abby DeWald (vocals and acoustic guitar) and Amanda Barrett (vocals, mandolin and dulcimer). They are noted for their excellent harmonies and generally playful style and tempo.

The Ditty Bops formed in New York City, when Abby and Amanda were on a hunt for a friend's lost cat. When they stumbled into the backyard of a stranger <a href=""https://www.last.fm/music/The+Ditty+Bops"">Read more on Last.fm</a>",Unknown
James Intveld,20989,192278,"
A native of Los Angeles, he started his career at an early age listening and singing along to his parents' recordings of Hank Williams, Sr., Dean Martin, Lefty Frizzell, and Elvis. By high school he was playing in cover bands and was soon a regular sitting in with the house band at the legendary Palomino Club.

Initially, Intveld worked with his younger brother Ricky and friend Pat Woodward in a band known as the Rockin' Shadows. The group dissolved <a href=""https://www.last.fm/music/James+Intveld"">Read more on Last.fm</a>",Unknown
Blue Stew,2404,7675,"Start with a Mississippi delta base, add a little Muddy Waters followed by a dab of funky Lowell George and Ry Cooder, then spinkle with a pinch of melancholy. Simmer until the crowd can't sit still. That's the recipe for Blue Stew... Elena Jarvis (March 1999) Oxnard Star

BAND MEMBERS

Michael Miller

From the band's beginning, Michael has been playing guitar and writing for Blue Stew from which four critically acclaimed CDs were produced. He toured <a href=""https://www.last.fm/music/Blue+Stew"">Read more on Last.fm</a>",Unknown
Don Vilanova Botafogo,1050,8481,"Miguel ""Botafogo"" Vilanova was born on February 7, 1956. He began playing classical guitar at age 9.

At 12 he got his first electric guitar. His professional debut was at age 17 joining Pappo's Blues. From there he participated in Engranaje, Avalancha (recording a single), Carolina and Studebaker.

Between 1977 and 1984 he lived in Madrid where he joined, among others, the group Cucharada. With Joaquín Sabina he records ""Viceversa""; with Antonio Flores he recorded ""Antonio"" <a href=""https://www.last.fm/music/Don+Vilanova+Botafogo"">Read more on Last.fm</a>",Unknown
Michael Bublé,3344773,84561046,"Michael Steven Bublé (born September 9, 1975) is a Canadian singer and songwriter known for his interpretations of traditional pop standards and his contributions to reviving interest in the Great American Songbook. He has sold over 75 million records globally and received numerous accolades, including five Grammy Awards and fifteen Juno Awards.

Bublé's self-titled debut album was released in 2003 and reached the top ten in Canada and the United Kingdom. <a href=""https://www.last.fm/music/+noredirect/Michael+Bubl%C3%A9"">Read more on Last.fm</a>",Canada
Stan Webb,8397,40177,"There are several artists with that name: 1. British blues guitarist with Chicken Shack, 2. American country guitarist from Tennessee.

1) Stanley Frederick Webb (born 3 February 1946) is the frontman and lead guitarist with the blues band Chicken Shack founded in 1965. The original band featured Christine Perfect, who later married John McVie and joined Fleetwood Mac, drummer Dave Bidwell and bassist Andy Sylvester, who later played bass for Savoy Brown. <a href=""https://www.last.fm/music/Stan+Webb"">Read more on Last.fm</a>",United States
"Clarence ""Gatemouth"" Brown",96737,565406,"Clarence ""Gatemouth"" Brown (April 18, 1924 — September 10, 2005) was an American blues musician. He was born in Vinton, Louisiana and raised in Orange, Texas. He is best known for his work as a blues musician, but embraced other styles of music, having ""spent his career fighting purism by synthesizing old blues, country, jazz, cajun music and rhythm & blues styles"" His work also encompasses rock and roll, rock music, folk, electric blues, and Texas blues. <a href=""https://www.last.fm/music/Clarence+%22Gatemouth%22+Brown"">Read more on Last.fm</a>",United States
The Crew Cuts,183781,831575,"The Crew-Cuts were a Canadian vocal quartet (formed in 1952 - Toronto, Ontario, Canada) that made a number of popular records that charted in the United States and worldwide. They named themselves after the popular crew cut haircut, one of the first connections made between pop music and hairstyle. While the crew-cut hair style came as a result of the name change, the original intent was that the name crew-cuts denoted the music they sang (pop) as opposed to Longhair (classical). <a href=""https://www.last.fm/music/The+Crew+Cuts"">Read more on Last.fm</a>",Canada
Benny Neyman,21119,192478,"Wilhelmus Albertus Neyman (born 9 June 1951 in Maastricht, The Netherlands - 7 February 2008 in Soesterberg, The Netherlands) was a Dutch singer known as Benny Neyman.

Neyman was born in Maastricht, Limburg County, NL (Europe). In the beginning of the 1970s, he took a course at Kleinkunst Academy in Amsterdam. Neyman's first success came in 1980 with the song Ik weet niet hoe. In 1985 Neyman scored his biggest hit with Waarom fluister ik je naam nog (number 1 position in some Dutch charts). <a href=""https://www.last.fm/music/Benny+Neyman"">Read more on Last.fm</a>",Netherlands
Rod Stewart,2152471,32472444,"Sir Roderick David Stewart (born 10 January 1945) is a British rock and pop singer and songwriter. Born and raised in London, he is of Scottish and English ancestry. With his distinctive raspy singing voice, Stewart is among the best-selling music artists of all time, having sold over 250 million records worldwide. He has had 10 number-one albums and 31 top ten singles in the UK, six of which reached number one. Stewart has had 16 top ten singles in the US, with four reaching number one on the Billboard Hot 100. <a href=""https://www.last.fm/music/Rod+Stewart"">Read more on Last.fm</a>",United Kingdom
Walter Trout and The Free Radicals,3725,25862,"Walter Trout (born 1951, Ocean City, New Jersey) is a blues guitarist, singer and songwriter of his own band.

Trout's career began on the Jersey coast scene of the late 60's and early 70's that jump started the career of artists like Bruce Springsteen. He then decided to relocate to Los Angeles where he became a sideman for such artists as Percy Mayfield and Deacon Jones. He also worked in the bands of John Lee Hooker and Joe Tex.

In 1981 be became the guitarist for blues rock band Canned Heat. <a href=""https://www.last.fm/music/+noredirect/Walter+Trout+and+The+Free+Radicals"">Read more on Last.fm</a>",Unknown
Ruth Brown,241668,1263244,"Ruth Brown (1928–2006) was a U.S. rhythm and blues singer and actress, noted for bringing a popular music style to rhythm and blues in a series of hit songs for fledgling Atlantic Records in the 1950s, such as ""So Long"", ""Teardrops from My Eyes"", and ""(Mama) He Treats Your Daughter Mean"".

Born Ruth Alston Weston on 30th January 1928 in Portsmouth, Virginia, she attended I. C. Norcom High School, a historically black high school. Brown's father was a dockhand who directed the local church choir <a href=""https://www.last.fm/music/Ruth+Brown"">Read more on Last.fm</a>",Unknown
Mighty Mo Rodgers,12968,88282,"Mighty Mo Rodgers is a remarkably original singer/songwriter who’s shaped his life experiences into a terrifically eclectic and immensely deep vision on his Blue Thumb debut, Blues Is My Wailin’ Wall.

Rodgers combines soulful, gritty vocals and driving rhythms with a wholly personal panorama on songs like ""Took Away The Drum,"" ""The Kennedy Song,"" ""Tuskegee Blues"" and a moving tribute to his childhood friend with ""Willie B. And Me."" Blues Is My Wailin’ Wall has already made an indelible impression on listeners <a href=""https://www.last.fm/music/Mighty+Mo+Rodgers"">Read more on Last.fm</a>",Unknown
Heidi Hauge,3103,39747,"Heidi Hauge is a country singer from Norway.

Biography


 


Heidi Hauge was born in Skien, Norway, on October 14th 1967.


Besides the fact that Heidi Hauge is the best selling country-singer in Scandinavia, she's also a mother of four children. How she manages to balance the time and needs, is something that confuses most of us. In Heidi's case, the answer might be that she's always been active. In her youth, she liked different kinds of sporting activities and she learned how to play the fiddle and the guitar. <a href=""https://www.last.fm/music/Heidi+Hauge"">Read more on Last.fm</a>",Unknown
